Ente;Confinanti;Data inizio;Positivi 2020/03/25;Data massimo positivi durante chiusura;Massimo positivi durante chiusura;Data fine chiusura;Positivi fine chiusura;Data inizio zona rossa;Positivi inizio zona rossa;Data massimo positivi seconda ondata;Massimo positivi seconda ondata;Data inizio zona arancione;Positivi inizio zona arancione;Data inizio zona gialla;Positivi inizio zona gialla;Data ultimo giorno;Positivi 2021/01/16;Data massimo positivi;Massimo positivi;Data massima variazione;Massima variazione;Data inizio;Positivi per 1000 abitanti 2020/03/25;Data massimo positivi per 1000 abitanti durante chiusura;Massimo positivi per 1000 abitanti durante chiusura;Data fine chiusura;Positivi per 1000 abitanti fine chiusura;Data inizio zona rossa;Positivi per 1000 abitanti inizio zona rossa;Data massimo positivi per 1000 abitanti seconda ondata;Massimo positivi per 1000 abitanti seconda ondata;Data inizio zona arancione;Positivi per 1000 abitanti inizio zona arancione;Data inizio zona gialla;Positivi per 1000 abitanti inizio zona gialla;Data ultimo giorno;Positivi per 1000 abitanti 2021/01/16;Data massimo positivi per 1000 abitanti;Massimo positivi per 1000 abitanti;Data massima variazione per 1000 abitanti;Massima variazione per 1000 abitanti;Tipo
Cella Monte;Rosignano Monferrato,Sala Monferrato,Ottiglio,Frassinello Monferrato,Ozzano Monferrato;2020/03/25;7;2020/04/05;11;2020/05/18;2;2020/11/03;1;2020/11/10;3;2020/11/27;1;2020/12/12;0;2021/01/16;1;2020/04/05;11;2020/04/03;2;2020/03/25;14.03;2020/04/05;22.04;2020/05/18;4.01;2020/11/03;2.0;2020/11/10;6.01;2020/11/27;2.0;2020/12/12;0.0;2021/01/16;2.0;2020/04/05;22.04;2020/04/03;4.01;COM
Cellarengo;Valfenera,Pralormo,MontÃ ,Poirino,Isolabella;2020/03/25;1;2020/03/30;3;2020/05/18;1;2020/11/03;0;2020/12/13;6;2020/11/27;0;2020/12/12;5;2021/01/16;3;2020/12/13;6;2020/03/30;2;2020/03/25;1.42;2020/03/30;4.27;2020/05/18;1.42;2020/11/03;0.0;2020/12/13;8.55;2020/11/27;0.0;2020/12/12;7.12;2021/01/16;4.27;2020/12/13;8.55;2020/03/30;2.85;COM
Celle Enomondo;Revigliasco d'Asti,Asti,San Damiano d'Asti,Antignano;2020/03/25;1;2020/04/28;8;2020/05/18;1;2020/11/03;0;2020/11/26;6;2020/11/27;5;2020/12/12;2;2021/01/16;0;2020/04/28;8;2020/04/04;2;2020/03/25;2.1;2020/04/28;16.77;2020/05/18;2.1;2020/11/03;0.0;2020/11/26;12.58;2020/11/27;10.48;2020/12/12;4.19;2021/01/16;0.0;2020/04/28;16.77;2020/04/04;4.2;COM
Celle di Macra;Marmora,Castelmagno,Macra,San Damiano Macra;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;0;2020/11/24;1;2020/11/27;1;2020/12/12;1;2021/01/16;0;2020/11/24;1;2020/11/24;1;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;0.0;2020/11/24;11.36;2020/11/27;11.36;2020/12/12;11.36;2021/01/16;0.0;2020/11/24;11.36;2020/11/24;11.36;COM
Cellio con Breia;Madonna del Sasso,Quarona,Valduggia,Varallo,Borgosesia;2020/03/25;1;2020/04/11;3;2020/05/18;0;2020/11/03;1;2020/12/09;8;2020/11/27;5;2020/12/12;6;2021/01/16;2;2020/12/09;8;2020/11/27;2;2020/03/25;1.02;2020/04/11;3.06;2020/05/18;0.0;2020/11/03;1.02;2020/12/09;8.15;2020/11/27;5.1;2020/12/12;6.12;2021/01/16;2.04;2020/12/09;8.15;2020/11/27;2.04;COM
Centallo;Cuneo,Villafalletto,Montanera,Castelletto Stura,Fossano,Tarantasca;2020/03/25;6;2020/04/23;13;2020/05/18;5;2020/11/03;70;2020/11/21;149;2020/11/27;121;2020/12/12;55;2021/01/16;33;2020/11/21;149;2020/11/05;16;2020/03/25;0.85;2020/04/23;1.85;2020/05/18;0.71;2020/11/03;9.97;2020/11/21;21.23;2020/11/27;17.24;2020/12/12;7.84;2021/01/16;4.7;2020/11/21;21.23;2020/11/05;2.28;COM
Ceppo Morelli;Antrona Schieranco,Bannio Anzino,Macugnaga,Vanzone con San Carlo,Carcoforo;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;1;2020/11/21;8;2020/11/27;7;2020/12/12;0;2021/01/16;1;2020/11/21;8;2020/11/13;3;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;3.37;2020/11/21;26.94;2020/11/27;23.57;2020/12/12;0.0;2021/01/16;3.37;2020/11/21;26.94;2020/11/13;10.1;COM
Cerano;Trecate,Sozzago;2020/03/25;9;2020/05/08;26;2020/05/18;16;2020/11/03;14;2020/11/19;66;2020/11/27;55;2020/12/12;20;2021/01/16;35;2020/11/19;66;2020/11/16;14;2020/03/25;1.33;2020/05/08;3.84;2020/05/18;2.37;2020/11/03;2.07;2020/11/19;9.76;2020/11/27;8.13;2020/12/12;2.96;2021/01/16;5.17;2020/11/19;9.76;2020/11/16;2.06;COM
Cercenasco;Vigone,Virle Piemonte,Castagnole Piemonte,Buriasco,Scalenghe;2020/03/25;2;2020/04/19;14;2020/05/18;2;2020/11/03;13;2020/11/13;23;2020/11/27;18;2020/12/12;4;2021/01/16;5;2020/11/13;23;2020/11/03;6;2020/03/25;1.11;2020/04/19;7.74;2020/05/18;1.11;2020/11/03;7.19;2020/11/13;12.71;2020/11/27;9.95;2020/12/12;2.21;2021/01/16;2.76;2020/11/13;12.71;2020/11/03;3.32;COM
Ceres;Mezzenile,Cantoira,Monastero di Lanzo,Ala di Stura,Pessinetto,Chialamberto;2020/03/25;1;2020/04/16;3;2020/05/18;3;2020/11/03;1;2020/11/28;16;2020/11/27;14;2020/12/12;7;2021/01/16;0;2020/11/28;16;2020/11/09;4;2020/03/25;0.96;2020/04/16;2.87;2020/05/18;2.87;2020/11/03;0.96;2020/11/28;15.31;2020/11/27;13.4;2020/12/12;6.7;2021/01/16;0.0;2020/11/28;15.31;2020/11/09;3.82;COM
Cereseto;Pontestura,Sala Monferrato,Ottiglio,Moncalvo,Serralunga di Crea,Ozzano Monferrato,Treville,Ponzano Monferrato;2020/03/25;0;2020/04/22;1;2020/05/18;0;2020/11/03;2;2020/11/14;3;2020/11/27;1;2020/12/12;1;2021/01/16;0;2020/11/14;3;2020/04/22;1;2020/03/25;0.0;2020/04/22;2.48;2020/05/18;0.0;2020/11/03;4.96;2020/11/14;7.44;2020/11/27;2.48;2020/12/12;2.48;2021/01/16;0.0;2020/11/14;7.44;2020/04/22;2.48;COM
Ceresole Alba;Monteu Roero,Carmagnola,Baldissero d'Alba,Pralormo,Sommariva del Bosco,Poirino,Montaldo Roero;2020/03/25;2;2020/05/06;5;2020/05/18;1;2020/11/03;8;2020/11/28;42;2020/11/27;36;2020/12/12;14;2021/01/16;9;2020/11/28;42;2020/11/20;6;2020/03/25;0.97;2020/05/06;2.43;2020/05/18;0.49;2020/11/03;3.89;2020/11/28;20.45;2020/11/27;17.53;2020/12/12;6.82;2021/01/16;4.38;2020/11/28;20.45;2020/11/20;2.92;COM
Ceresole Reale;Groscavallo,Noasca;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;0;2020/12/23;4;2020/11/27;1;2020/12/12;2;2021/01/16;1;2020/12/23;4;2020/12/19;2;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;0.0;2020/12/23;23.95;2020/11/27;5.99;2020/12/12;11.98;2021/01/16;5.99;2020/12/23;23.95;2020/12/19;11.97;COM
Cerreto Grue;Montegioco,Costa Vescovato,Sarezzano,Villaromagnano;2020/03/25;3;2020/04/11;5;2020/05/18;1;2020/11/03;0;2021/01/02;6;2020/11/27;0;2020/12/12;1;2021/01/16;3;2021/01/02;6;2020/12/27;3;2020/03/25;9.9;2020/04/11;16.5;2020/05/18;3.3;2020/11/03;0.0;2021/01/02;19.8;2020/11/27;0.0;2020/12/12;3.3;2021/01/16;9.9;2021/01/02;19.8;2020/12/27;9.9;COM
Cerreto d'Asti;Passerano Marmorito,Capriglio,PiovÃ  Massaia;2020/03/25;0;2020/05/06;2;2020/05/18;2;2020/11/03;1;2020/11/04;1;2020/11/27;0;2020/12/12;0;2021/01/16;0;2020/05/06;2;2020/04/11;1;2020/03/25;0.0;2020/05/06;9.13;2020/05/18;9.13;2020/11/03;4.57;2020/11/04;4.57;2020/11/27;0.0;2020/12/12;0.0;2021/01/16;0.0;2020/05/06;9.13;2020/04/11;4.57;COM
Cerretto Langhe;Arguello,Sinio,Cravanzana,Roddino,Feisoglio,Albaretto della Torre,Serravalle Langhe;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;1;2020/12/01;3;2020/11/27;2;2020/12/12;2;2021/01/16;1;2020/12/01;3;2020/10/28;1;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;2.33;2020/12/01;6.98;2020/11/27;4.65;2020/12/12;4.65;2021/01/16;2.33;2020/12/01;6.98;2020/10/28;2.33;COM
Cerrina Monferrato;Castelletto Merli,Odalengo Piccolo,Gabiano,Mombello Monferrato,Odalengo Grande,Villamiroglio;2020/03/25;2;2020/05/09;5;2020/05/18;5;2020/11/03;14;2020/11/17;21;2020/11/27;12;2020/12/12;0;2021/01/16;0;2020/11/17;21;2020/11/17;5;2020/03/25;1.47;2020/05/09;3.68;2020/05/18;3.68;2020/11/03;10.32;2020/11/17;15.48;2020/11/27;8.84;2020/12/12;0.0;2021/01/16;0.0;2020/11/17;15.48;2020/11/17;3.69;COM
Cerrione;Zimone,Salussola,Borriana,Magnano,Zubiena,Verrone,Roppolo,Sandigliano;2020/03/25;8;2020/04/02;10;2020/05/18;2;2020/11/03;12;2020/11/24;33;2020/11/27;29;2020/12/12;10;2021/01/16;9;2020/11/24;33;2020/11/21;6;2020/03/25;2.78;2020/04/02;3.47;2020/05/18;0.69;2020/11/03;4.17;2020/11/24;11.45;2020/11/27;10.07;2020/12/12;3.47;2021/01/16;3.12;2020/11/24;11.45;2020/11/21;2.09;COM
Cerro Tanaro;Castello di Annone,Masio,Quattordio,Rocchetta Tanaro;2020/03/25;0;2020/04/19;3;2020/05/18;0;2020/11/03;2;2020/11/27;13;2020/11/27;13;2020/12/12;8;2021/01/16;1;2020/11/27;13;2020/11/24;4;2020/03/25;0.0;2020/04/19;4.94;2020/05/18;0.0;2020/11/03;3.29;2020/11/27;21.42;2020/11/27;21.42;2020/12/12;13.18;2021/01/16;1.65;2020/11/27;21.42;2020/11/24;6.59;COM
Cervasca;Cuneo,Bernezzo,Vignolo,Caraglio,Roccasparvera;2020/03/25;12;2020/04/19;18;2020/05/18;4;2020/11/03;44;2020/11/24;72;2020/11/27;59;2020/12/12;24;2021/01/16;10;2020/11/24;72;2020/10/21;8;2020/03/25;2.34;2020/04/19;3.51;2020/05/18;0.78;2020/11/03;8.57;2020/11/24;14.02;2020/11/27;11.49;2020/12/12;4.67;2021/01/16;1.95;2020/11/24;14.02;2020/10/21;1.56;COM
Cervatto;Cravagliana,Fobello,Rossa;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;0;2020/11/04;0;2020/11/27;0;2020/12/12;0;2021/01/16;0;2020/03/25;0;2020/03/25;0;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;0.0;2020/11/04;0.0;2020/11/27;0.0;2020/12/12;0.0;2021/01/16;0.0;2020/03/25;0.0;2020/03/25;0.0;COM
Cervere;Marene,Cherasco,Salmour,Savigliano,Fossano;2020/03/25;2;2020/04/05;5;2020/05/18;1;2020/11/03;14;2020/11/21;32;2020/11/27;18;2020/12/12;15;2021/01/16;10;2020/11/21;32;2021/01/09;5;2020/03/25;0.88;2020/04/05;2.21;2020/05/18;0.44;2020/11/03;6.19;2020/11/21;14.15;2020/11/27;7.96;2020/12/12;6.63;2021/01/16;4.42;2020/11/21;14.15;2021/01/09;2.21;COM
Cesana Torinese;Sauze di Cesana,Claviere,Sestriere,Oulx;2020/03/25;0;2020/04/21;1;2020/05/18;0;2020/11/03;6;2020/11/29;10;2020/11/27;8;2020/12/12;7;2021/01/16;2;2020/11/29;10;2020/11/26;3;2020/03/25;0.0;2020/04/21;1.06;2020/05/18;0.0;2020/11/03;6.36;2020/11/29;10.6;2020/11/27;8.48;2020/12/12;7.42;2021/01/16;2.12;2020/11/29;10.6;2020/11/26;3.18;COM
Cesara;Madonna del Sasso,Pella,Nonio,Varallo,Civiasco,Arola;2020/03/25;1;2020/03/25;1;2020/05/18;0;2020/11/03;4;2020/11/18;23;2020/11/27;23;2020/12/12;3;2021/01/16;2;2020/11/18;23;2020/11/16;9;2020/03/25;1.68;2020/03/25;1.68;2020/05/18;0.0;2020/11/03;6.73;2020/11/18;38.72;2020/11/27;38.72;2020/12/12;5.05;2021/01/16;3.37;2020/11/18;38.72;2020/11/16;15.15;COM
Cessole;Loazzolo,Vesime,Cossano Belbo,Roccaverano;2020/03/25;0;2020/03/31;1;2020/05/18;0;2020/11/03;0;2020/11/21;8;2020/11/27;6;2020/12/12;2;2021/01/16;0;2020/11/21;8;2020/11/11;2;2020/03/25;0.0;2020/03/31;2.58;2020/05/18;0.0;2020/11/03;0.0;2020/11/21;20.62;2020/11/27;15.46;2020/12/12;5.15;2021/01/16;0.0;2020/11/21;20.62;2020/11/11;5.15;COM
Ceva;Roascio,Scagnello,Priero,Sale San Giovanni,Nucetto,Lesegno,Castellino Tanaro,Paroldo,Sale delle Langhe,Mombasiglio,Perlo,Battifollo;2020/03/25;1;2020/04/22;7;2020/05/18;3;2020/11/03;39;2020/11/26;74;2020/11/27;68;2020/12/12;45;2021/01/16;16;2020/11/26;74;2020/11/26;10;2020/03/25;0.18;2020/04/22;1.23;2020/05/18;0.53;2020/11/03;6.85;2020/11/26;12.99;2020/11/27;11.94;2020/12/12;7.9;2021/01/16;2.81;2020/11/26;12.99;2020/11/26;1.76;COM
Cherasco;Marene,Cervere,Bra,Salmour,Cavallermaggiore,La Morra,Narzole;2020/03/25;1;2020/04/11;16;2020/05/18;2;2020/11/03;99;2020/11/19;184;2020/11/27;155;2020/12/12;58;2021/01/16;40;2020/11/19;184;2020/11/10;18;2020/03/25;0.11;2020/04/11;1.72;2020/05/18;0.22;2020/11/03;10.66;2020/11/19;19.81;2020/11/27;16.68;2020/12/12;6.24;2021/01/16;4.31;2020/11/19;19.81;2020/11/10;1.94;COM
Chialamberto;Noasca,Groscavallo,Cantoira,Ceres,Ala di Stura,Locana;2020/03/25;1;2020/04/16;27;2020/05/18;16;2020/11/03;7;2020/11/25;10;2020/11/27;6;2020/12/12;2;2021/01/16;3;2020/04/16;27;2020/04/16;23;2020/03/25;2.72;2020/04/16;73.37;2020/05/18;43.48;2020/11/03;19.02;2020/11/25;27.17;2020/11/27;16.3;2020/12/12;5.43;2021/01/16;8.15;2020/04/16;73.37;2020/04/16;62.5;COM
Chianocco;Bussoleno,Bruzolo,San Giorio di Susa,Usseglio;2020/03/25;1;2020/05/07;9;2020/05/18;4;2020/11/03;3;2020/11/20;15;2020/11/27;11;2020/12/12;5;2021/01/16;5;2020/11/20;15;2020/05/07;3;2020/03/25;0.62;2020/05/07;5.58;2020/05/18;2.48;2020/11/03;1.86;2020/11/20;9.31;2020/11/27;6.82;2020/12/12;3.1;2021/01/16;3.1;2020/11/20;9.31;2020/05/07;1.86;COM
Chiaverano;Borgofranco d'Ivrea,Andrate,Donato,Montalto Dora,Sala Biellese,Torrazzo,Burolo,Cascinette d'Ivrea,Ivrea;2020/03/25;1;2020/04/13;5;2020/05/18;0;2020/11/03;16;2020/11/10;25;2020/11/27;15;2020/12/12;12;2021/01/16;1;2020/11/10;25;2020/10/28;4;2020/03/25;0.49;2020/04/13;2.43;2020/05/18;0.0;2020/11/03;7.77;2020/11/10;12.15;2020/11/27;7.29;2020/12/12;5.83;2021/01/16;0.49;2020/11/10;12.15;2020/10/28;1.94;COM
Chieri;Pavarolo,Andezeno,Pino Torinese,Riva presso Chieri,Poirino,Baldissero Torinese,Santena,Montaldo Torinese,Cambiano,Arignano,Pecetto Torinese;2020/03/25;46;2020/04/23;157;2020/05/18;80;2020/11/03;429;2020/11/18;678;2020/11/27;517;2020/12/12;190;2021/01/16;164;2020/11/18;678;2020/11/07;60;2020/03/25;1.24;2020/04/23;4.25;2020/05/18;2.16;2020/11/03;11.61;2020/11/18;18.35;2020/11/27;13.99;2020/12/12;5.14;2021/01/16;4.44;2020/11/18;18.35;2020/11/07;1.62;COM
Chiesanuova;Pont-Canavese,Frassinetto,CuorgnÃ¨,Borgiallo;2020/03/25;0;2020/03/31;1;2020/05/18;0;2020/11/03;1;2020/11/10;2;2020/11/27;1;2020/12/12;0;2021/01/16;0;2020/11/10;2;2020/03/31;1;2020/03/25;0.0;2020/03/31;4.29;2020/05/18;0.0;2020/11/03;4.29;2020/11/10;8.58;2020/11/27;4.29;2020/12/12;0.0;2021/01/16;0.0;2020/11/10;8.58;2020/03/31;4.29;COM
Chiomonte;Usseaux,Giaglione,Gravere,Exilles;2020/03/25;1;2020/04/09;4;2020/05/18;0;2020/11/03;3;2020/12/07;31;2020/11/27;6;2020/12/12;28;2021/01/16;7;2020/12/07;31;2020/12/04;11;2020/03/25;1.13;2020/04/09;4.51;2020/05/18;0.0;2020/11/03;3.38;2020/12/07;34.95;2020/11/27;6.76;2020/12/12;31.57;2021/01/16;7.89;2020/12/07;34.95;2020/12/04;12.4;COM
Chiusa di Pesio;Beinette,Peveragno,Limone Piemonte,Margarita,Briga Alta,Pianfei,Roccaforte MondovÃ¬,Villanova MondovÃ¬;2020/03/25;3;2020/04/08;7;2020/05/18;1;2020/11/03;24;2020/11/25;33;2020/11/27;28;2020/12/12;21;2021/01/16;9;2020/11/25;33;2020/10/21;6;2020/03/25;0.82;2020/04/08;1.92;2020/05/18;0.27;2020/11/03;6.58;2020/11/25;9.04;2020/11/27;7.67;2020/12/12;5.75;2021/01/16;2.47;2020/11/25;9.04;2020/10/21;1.65;COM
Chiusa di San Michele;Coazze,Caprie,Condove,Vaie,Valgioie,Sant'Ambrogio di Torino;2020/03/25;3;2020/04/13;4;2020/05/18;1;2020/11/03;9;2020/11/08;21;2020/11/27;8;2020/12/12;6;2021/01/16;4;2020/11/08;21;2020/11/07;5;2020/03/25;1.85;2020/04/13;2.47;2020/05/18;0.62;2020/11/03;5.55;2020/11/08;12.95;2020/11/27;4.93;2020/12/12;3.7;2021/01/16;2.47;2020/11/08;12.95;2020/11/07;3.08;COM
Chiusano d'Asti;Cinaglio,Settime,Cossombrato,Montechiaro d'Asti,Asti,Camerano Casasco;2020/03/25;0;2020/05/03;3;2020/05/18;0;2020/11/03;1;2021/01/16;4;2020/11/27;0;2020/12/12;0;2021/01/16;4;2021/01/16;4;2020/04/21;1;2020/03/25;0.0;2020/05/03;13.45;2020/05/18;0.0;2020/11/03;4.48;2021/01/16;17.94;2020/11/27;0.0;2020/12/12;0.0;2021/01/16;17.94;2021/01/16;17.94;2020/04/30;4.49;COM
Chivasso;Brandizzo,Rondissone,MazzÃ¨,Volpiano,San Raffaele Cimena,Caluso,San Benigno Canavese,San Sebastiano da Po,Verolengo,Castagneto Po,Montanaro;2020/03/25;38;2020/05/04;149;2020/05/18;80;2020/11/03;344;2020/11/17;452;2020/11/27;338;2020/12/12;176;2021/01/16;89;2020/11/17;452;2020/11/02;40;2020/03/25;1.41;2020/05/04;5.54;2020/05/18;2.97;2020/11/03;12.78;2020/11/17;16.8;2020/11/27;12.56;2020/12/12;6.54;2021/01/16;3.31;2020/11/17;16.8;2020/11/02;1.49;COM
Ciconio;Ozegna,Rivarolo Canavese,San Giorgio Canavese,LusigliÃ¨;2020/03/25;1;2020/03/25;1;2020/05/18;0;2020/11/03;8;2020/11/12;18;2020/11/27;9;2020/12/12;2;2021/01/16;0;2020/11/12;18;2020/11/12;4;2020/03/25;2.58;2020/03/25;2.58;2020/05/18;0.0;2020/11/03;20.62;2020/11/12;46.39;2020/11/27;23.2;2020/12/12;5.15;2021/01/16;0.0;2020/11/12;46.39;2020/11/12;10.31;COM
Cigliano;Rondissone,Livorno Ferraris,MazzÃ¨,Saluggia,Villareggia,Moncrivello;2020/03/25;4;2020/04/22;56;2020/05/18;16;2020/11/03;10;2020/11/19;58;2020/11/27;47;2020/12/12;6;2021/01/16;14;2020/11/19;58;2020/04/10;11;2020/03/25;0.9;2020/04/22;12.65;2020/05/18;3.62;2020/11/03;2.26;2020/11/19;13.1;2020/11/27;10.62;2020/12/12;1.36;2021/01/16;3.16;2020/11/19;13.1;2020/04/12;2.49;COM
CigliÃ¨;Rocca CigliÃ¨,Clavesana,Niella Tanaro,MondovÃ¬,Bastia MondovÃ¬;2020/03/25;0;2020/04/04;1;2020/05/18;0;2020/11/03;0;2020/11/16;2;2020/11/27;1;2020/12/12;0;2021/01/16;0;2020/11/16;2;2020/04/04;1;2020/03/25;0.0;2020/04/04;5.41;2020/05/18;0.0;2020/11/03;0.0;2020/11/16;10.81;2020/11/27;5.41;2020/12/12;0.0;2021/01/16;0.0;2020/11/16;10.81;2020/04/04;5.41;COM
Cinaglio;Settime,Montechiaro d'Asti,Asti,Cortandone,Chiusano d'Asti,Monale,Camerano Casasco;2020/03/25;3;2020/04/26;13;2020/05/18;7;2020/11/03;4;2020/11/24;11;2020/11/27;8;2020/12/12;4;2021/01/16;0;2020/04/26;13;2020/04/22;6;2020/03/25;6.77;2020/04/26;29.35;2020/05/18;15.8;2020/11/03;9.03;2020/11/24;24.83;2020/11/27;18.06;2020/12/12;9.03;2021/01/16;0.0;2020/04/26;29.35;2020/04/22;13.54;COM
Cintano;Castelnuovo Nigra,Castellamonte,Colleretto Castelnuovo;2020/03/25;0;2020/04/25;2;2020/05/18;1;2020/11/03;2;2020/11/14;3;2020/11/27;1;2020/12/12;1;2021/01/16;0;2020/11/14;3;2020/03/31;1;2020/03/25;0.0;2020/04/25;7.94;2020/05/18;3.97;2020/11/03;7.94;2020/11/14;11.9;2020/11/27;3.97;2020/12/12;3.97;2021/01/16;0.0;2020/11/14;11.9;2020/03/31;3.97;COM
Cinzano;Berzano di San Pietro,Rivalba,Casalborgone,Sciolze,Moncucco Torinese;2020/03/25;1;2020/03/25;1;2020/05/18;1;2020/11/03;4;2021/01/16;5;2020/11/27;0;2020/12/12;1;2021/01/16;5;2021/01/16;5;2021/01/06;3;2020/03/25;3.03;2020/03/25;3.03;2020/05/18;3.03;2020/11/03;12.12;2021/01/16;15.15;2020/11/27;0.0;2020/12/12;3.03;2021/01/16;15.15;2021/01/16;15.15;2021/01/06;9.09;COM
CiriÃ¨;Nole,Robassomero,San Carlo Canavese,San Maurizio Canavese;2020/03/25;20;2020/04/21;61;2020/05/18;23;2020/11/03;267;2020/11/11;335;2020/11/27;229;2020/12/12;108;2021/01/16;109;2020/11/11;335;2020/10/25;40;2020/03/25;1.08;2020/04/21;3.28;2020/05/18;1.24;2020/11/03;14.37;2020/11/11;18.03;2020/11/27;12.33;2020/12/12;5.81;2021/01/16;5.87;2020/11/11;18.03;2020/10/25;2.15;COM
Cissone;Dogliani,Bossolasco,Serravalle Langhe,Roddino;2020/03/25;0;2020/03/30;1;2020/05/18;0;2020/11/03;0;2020/11/04;0;2020/11/27;0;2020/12/12;0;2021/01/16;0;2020/03/30;1;2020/03/30;1;2020/03/25;0.0;2020/03/30;11.63;2020/05/18;0.0;2020/11/03;0.0;2020/11/04;0.0;2020/11/27;0.0;2020/12/12;0.0;2021/01/16;0.0;2020/03/30;11.63;2020/03/30;11.63;COM
Cisterna d'Asti;Canale,MontÃ ,Ferrere,San Damiano d'Asti;2020/03/25;1;2020/04/18;7;2020/05/18;2;2020/11/03;7;2020/12/02;9;2020/11/27;4;2020/12/12;7;2021/01/16;1;2020/12/02;9;2020/04/14;2;2020/03/25;0.82;2020/04/18;5.72;2020/05/18;1.63;2020/11/03;5.72;2020/12/02;7.35;2020/11/27;3.27;2020/12/12;5.72;2021/01/16;0.82;2020/12/02;7.35;2020/10/18;1.64;COM
Civiasco;Varallo,Madonna del Sasso,Arola,Cesara;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;3;2020/11/16;6;2020/11/27;2;2020/12/12;0;2021/01/16;0;2020/11/16;6;2020/11/10;2;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;11.81;2020/11/16;23.62;2020/11/27;7.87;2020/12/12;0.0;2021/01/16;0.0;2020/11/16;23.62;2020/11/10;7.88;COM
Clavesana;Farigliano,Rocca CigliÃ¨,Marsaglia,Belvedere Langhe,CarrÃ¹,CigliÃ¨,Murazzano,Bastia MondovÃ¬;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;6;2020/11/26;10;2020/11/27;9;2020/12/12;4;2021/01/16;4;2020/11/26;10;2020/11/25;4;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;7.45;2020/11/26;12.42;2020/11/27;11.18;2020/12/12;4.97;2021/01/16;4.97;2020/11/26;12.42;2020/11/25;4.97;COM
Claviere;Cesana Torinese;2020/03/25;0;2020/03/25;0;2020/05/18;0;2020/11/03;2;2020/11/04;2;2020/11/27;0;2020/12/12;1;2021/01/16;1;2020/10/28;2;2020/10/28;2;2020/03/25;0.0;2020/03/25;0.0;2020/05/18;0.0;2020/11/03;9.52;2020/11/04;9.52;2020/11/27;0.0;2020/12/12;4.76;2021/01/16;4.76;2020/10/28;9.52;2020/10/28;9.52;COM
Coassolo Torinese;Monastero di Lanzo,Corio,Lanzo Torinese,Locana,Balangero;2020/03/25;1;2020/04/04;3;2020/05/18;0;2020/11/03;6;2020/11/25;18;2020/11/27;15;2020/12/12;12;2021/01/16;10;2020/11/25;18;2020/11/06;3;2020/03/25;0.67;2020/04/04;2.0;2020/05/18;0.0;2020/11/03;4.01;2020/11/25;12.02;2020/11/27;10.02;2020/12/12;8.02;2021/01/16;6.68;2020/11/25;12.02;2020/11/06;2.01;COM
Coazze;Perosa Argentina,Roure,San Giorio di Susa,Chiusa di San Michele,Villar Focchiardo,Sant'Antonino di Susa,Giaveno,Valgioie,Vaie;2020/03/25;6;2020/03/25;6;2020/05/18;3;2020/11/03;29;2020/11/08;36;2020/11/27;27;2020/12/12;7;2021/01/16;6;2020/11/08;36;2020/10/27;5;2020/03/25;1.85;2020/03/25;1.85;2020/05/18;0.93;2020/11/03;8.96;2020/11/08;11.12;2020/11/27;8.34;2020/12/12;2.16;2021/01/16;1.85;2020/11/08;11.12;2020/11/01;1.55;COM
Coazzolo;Castiglione Tinella,Mango,Castagnole delle Lanze,Neive;2020/03/25;0;2020/05/13;2;2020/05/18;2;2020/11/03;2;2021/01/02;3;2020/11/27;1;2020/12/12;0;2021/01/16;1;2020/10/30;3;2020/04/19;1;2020/03/25;0.0;2020/05/13;7.17;2020/05/18;7.17;2020/11/03;7.17;2021/01/02;10.75;2020/11/27;3.58;2020/12/12;0.0;2021/01/16;3.58;2020/10/30;10.75;2020/05/13;3.59;COM
Cocconato;Moransengo,PiovÃ  Massaia,Brozolo,Aramengo,Robella,Tonengo,Passerano Marmorito,Montiglio Monferrato;2020/03/25;0;2020/05/16;7;2020/05/18;7;2020/11/03;1;2021/01/15;22;2020/11/27;14;2020/12/12;18;2021/01/16;21;2021/01/15;22;2020/11/25;5;2020/03/25;0.0;2020/05/16;4.85;2020/05/18;4.85;2020/11/03;0.69;2021/01/15;15.24;2020/11/27;9.7;2020/12/12;12.47;2021/01/16;14.54;2021/01/15;15.24;2020/11/25;3.46;COM
